ID,Name,Centroid,Area,Pop_total
A1,Arnsberg,POINT (8.005532441655175 51.316107759729995),8007.07,3602426
A2,Detmold,POINT (8.784297411736505 51.93971239380227),6520.12,2086513
A3,Köln,POINT (6.806508720058536 50.82419352329052),7405.73,4543769
A4,Düsseldorf,POINT (6.595916047914984 51.430477011752046),5291.74,5281469
A5,Münster,POINT (7.416424135672959 51.950492966544395),6914.98,2679622
