ID,Geometry
C315,"POLYGON ((7.373441975338448 51.58988718709858, 7.397083225960826 51.5870177243421, 7.419067646652931 51.60012771800286, 7.427212531048473 51.59359603590158, 7.420926160828548 51.58668803862656, 7.446689266855609 51.58139702412819, 7.490075185567865 51.5925963885403, 7.52123169054028 51.57519071923572, 7.559100601902371 51.58356891170517, 7.5901544142834805 51.58316855683719, 7.590759693719932 51.5654559229494, 7.606277236034462 51.568160584337036, 7.607502198149279 51.548536449058254, 7.623612397890779 51.55115446577854, 7.633277309378154 51.54624907327555, 7.637201780970511 51.528040944812126, 7.628447376767387 51.52036911431998, 7.596744561187235 51.51046662898715, 7.603922538897108 51.476772288455194, 7.5853031548956045 51.46550828529619, 7.573148686176356 51.475047579465844, 7.546207594933565 51.46644209116519, 7.550464701691404 51.45627554284345, 7.536264432191861 51.45032367125432, 7.530523431397308 51.43747784345116, 7.511937388022405 51.43329733196245, 7.506480302194317 51.416681007331, 7.464491803119988 51.41729682994062, 7.466144797865821 51.43457374453979, 7.423426346051558 51.43141062140924, 7.413505479642962 51.45106860277823, 7.388366701752732 51.46304868849777, 7.38976341392116 51.47307171678636, 7.371460741337846 51.482878838478356, 7.349531460396785 51.483203338913526, 7.331614549259551 51.49411240731196, 7.3218757420470935 51.48894329822944, 7.317299820203852 51.504794359579975, 7.302562709034448 51.50486334175572, 7.3032272617104885 51.51602952343018, 7.3163190664372575 51.522039205543194, 7.346625675556397 51.522125053394035, 7.363991060443151 51.53034161036556, 7.349752053138094 51.539434623529985, 7.35334742675283 51.56530181779013, 7.339033240304706 51.57675999694659, 7.3534008946034985 51.584500902638425, 7.371048565375759 51.58197188478401, 7.373441975338448 51.58988718709858))"
C316,"POLYGON ((7.464491803119988 51.41729682994062, 7.506480302194317 51.416681007331, 7.53693390683319 51.40666593348841, 7.533563919833176 51.39530787386943, 7.567460704638984 51.398220782585476, 7.587512036735264 51.390191883380226, 7.592207623400973 51.38450899256395, 7.5845694066174545 51.377624369834564, 7.598730399299293 51.346520508276285, 7.593282845339056 51.33971656994304, 7.577205260477112 51.33075444681704, 7.582931766218418 51.29640284497564, 7.549223072847393 51.26928502869943, 7.517533518404886 51.26545711830648, 7.516532915832302 51.27737140710469, 7.499207415392023 51.27357934452968, 7.480358432610109 51.28388245968795, 7.486127773331661 51.29512449004428, 7.496231135238026 51.29325879534513, 7.505411721162903 51.30226394329398, 7.504049592867316 51.316140853133234, 7.44040636262613 51.315326035646294, 7.4276489507737375 51.30021571536805, 7.437790500139808 51.293987070987264, 7.432160236702491 51.28904684877316, 7.3992147530409955 51.30010637362256, 7.418913123254856 51.31077416014475, 7.424186044984219 51.32798556436235, 7.398428811443988 51.331373671158104, 7.376664025178297 51.34603018978139, 7.394735329810386 51.354413200765606, 7.390709788503012 51.36588682153731, 7.407142299669817 51.379431395805945, 7.40581573813314 51.397102640412086, 7.416581662151052 51.401183041005055, 7.43951963558485 51.394399123313654, 7.464491803119988 51.41729682994062))"
C317,"POLYGON ((7.735411289876729 51.73881191906484, 7.752174897643977 51.73902220254216, 7.769101576729264 51.72415536146483, 7.803726897165697 51.73180884166577, 7.813388229279566 51.73958113009623, 7.8317785999385805 51.74445296803552, 7.8354543579643545 51.729934838616586, 7.860417749360391 51.72279028723211, 7.87407400424773 51.72932356094611, 7.888596450136005 51.71753584504217, 7.890824428943177 51.70365946866631, 7.922463819676845 51.706504476680806, 7.945662402393757 51.69997755189633, 7.976208998758423 51.689570683608004, 7.997450467780332 51.67425431392852, 7.986439255373641 51.66999475217867, 7.958055315120566 51.67421704164896, 7.949672325325097 51.64659542130772, 7.913718720840399 51.61688225096843, 7.911153350097376 51.595643043579315, 7.871028749775478 51.594802699676194, 7.825742063099619 51.57841830674539, 7.815218118783276 51.589080336760176, 7.811366321476283 51.6198709835573, 7.78567361102826 51.615142058060414, 7.782358185399761 51.621538469219814, 7.72966658262079 51.62567045336727, 7.719445908246916 51.61463608594082, 7.687778892010623 51.61343407419818, 7.676446256505031 51.66044787083411, 7.728194133603852 51.67574378225775, 7.701184272994474 51.69520099361898, 7.702334400924729 51.712368908800784, 7.735213054190503 51.73012013220764, 7.735411289876729 51.73881191906484))"
C318,"POLYGON ((7.179555780084373 51.552883614257574, 7.24072565187478 51.57316544271028, 7.281488269133386 51.55554576503628, 7.295833381082093 51.541078482981824, 7.293615787912062 51.532733614927125, 7.282619670554354 51.52504071672032, 7.256831308618003 51.52716114798484, 7.25619169340461 51.52008347708317, 7.197928078697638 51.51950708928822, 7.193501344890149 51.51009865909618, 7.1694821624346865 51.50417289467312, 7.161715123610284 51.50818562565179, 7.137208258077539 51.50565107699541, 7.143810308334517 51.51363850262351, 7.122344083494398 51.54738228078606, 7.1453053864873235 51.55119913367133, 7.179555780084373 51.552883614257574))"
C319,"POLYGON ((7.432160236702491 51.28904684877316, 7.437790500139808 51.293987070987264, 7.4276489507737375 51.30021571536805, 7.44040636262613 51.315326035646294, 7.504049592867316 51.316140853133234, 7.505411721162903 51.30226394329398, 7.496231135238026 51.29325879534513, 7.486127773331661 51.29512449004428, 7.480358432610109 51.28388245968795, 7.499207415392023 51.27357934452968, 7.516532915832302 51.27737140710469, 7.517533518404886 51.26545711830648, 7.494759099828184 51.252654319354704, 7.501901596189417 51.24341138680043, 7.494627460354506 51.240559560269865, 7.464065994214649 51.227353568130354, 7.44502548920027 51.227929680049506, 7.436121565363155 51.21364036543698, 7.430273497729167 51.21512596697889, 7.422482406952022 51.22789738280097, 7.413808091151847 51.2280741916943, 7.410587623554224 51.21962360742717, 7.395924677741336 51.22720502971333, 7.403097077104262 51.239362678348144, 7.394489863080387 51.245114001266856, 7.365770771764239 51.24441174870117, 7.371513425990497 51.25241888328016, 7.387613216201172 51.25623273364157, 7.408032430918271 51.24920047169236, 7.421825102424114 51.25838863494259, 7.39814377315436 51.27419787934377, 7.432160236702491 51.28904684877316))"
C320,"POLYGON ((7.3090163466658336 51.30759152583098, 7.341015749214981 51.30353741860127, 7.354608202871276 51.3182609122008, 7.3640732693133355 51.32102650614844, 7.36936215374872 51.31689656453965, 7.3861406898259085 51.32693170464609, 7.39210499727942 51.32308021059736, 7.398428811443988 51.331373671158104, 7.424186044984219 51.32798556436235, 7.418913123254856 51.31077416014475, 7.3992147530409955 51.30010637362256, 7.432160236702491 51.28904684877316, 7.39814377315436 51.27419787934377, 7.421825102424114 51.25838863494259, 7.408032430918271 51.24920047169236, 7.387613216201172 51.25623273364157, 7.371513425990497 51.25241888328016, 7.365770771764239 51.24441174870117, 7.340679655424508 51.23997313476932, 7.331296248785612 51.250219763409284, 7.305166070782637 51.239855785996426, 7.301575256951136 51.25295080213061, 7.320016238404135 51.281036536621826, 7.3090163466658336 51.30759152583098))"
C321,"POLYGON ((7.311587071996696 51.36032439671113, 7.330643964950099 51.366405702829965, 7.352714055594602 51.34765668092495, 7.367594516538283 51.3510628269759, 7.376664025178297 51.34603018978139, 7.398428811443988 51.331373671158104, 7.39210499727942 51.32308021059736, 7.3861406898259085 51.32693170464609, 7.36936215374872 51.31689656453965, 7.3640732693133355 51.32102650614844, 7.354608202871276 51.3182609122008, 7.341015749214981 51.30353741860127, 7.3090163466658336 51.30759152583098, 7.298959126418783 51.31358510615128, 7.303566972892952 51.32690366418989, 7.316133212121266 51.331838156567564, 7.302161048290488 51.34471773761521, 7.31478128997179 51.349091550199304, 7.311587071996696 51.36032439671113))"
C322,"POLYGON ((7.118884659693292 51.37915778125828, 7.119382306242417 51.393726191703685, 7.108635743812429 51.40670062059519, 7.129275704345934 51.41272530222583, 7.135896348319275 51.42576670232987, 7.16616731724892 51.41280516018048, 7.1787888051794235 51.419700827291386, 7.229209305511617 51.41128985315545, 7.251943698013581 51.41318126161205, 7.247078283020684 51.39521511109276, 7.255633007735227 51.38315992949997, 7.2181483968345965 51.368960930364615, 7.231478093695828 51.361661196693746, 7.227689504017882 51.340870998903426, 7.209298887284604 51.33274785089821, 7.2046151958664915 51.32032072180022, 7.175527649927526 51.30950167295791, 7.167015561687475 51.31315062403957, 7.16564102364566 51.32558500646179, 7.1454461039685615 51.34233701413553, 7.159027294247173 51.36541988364315, 7.149150739283821 51.37697236865249, 7.118884659693292 51.37915778125828))"
C323,"POLYGON ((7.423426346051558 51.43141062140924, 7.466144797865821 51.43457374453979, 7.464491803119988 51.41729682994062, 7.43951963558485 51.394399123313654, 7.416581662151052 51.401183041005055, 7.40581573813314 51.397102640412086, 7.402828135510291 51.40254620035622, 7.3792431826898 51.390507961631414, 7.359697201667962 51.39767719824142, 7.35357551112055 51.40887760734352, 7.377969006144229 51.4118154812653, 7.3891231414004395 51.422137758204975, 7.423426346051558 51.43141062140924))"
C324,"POLYGON ((7.298959126418783 51.31358510615128, 7.3090163466658336 51.30759152583098, 7.320016238404135 51.281036536621826, 7.301575256951136 51.25295080213061, 7.28472011296209 51.24894097383699, 7.266798482570456 51.25749444971467, 7.277147057020589 51.2720933347734, 7.261815364805937 51.28780867249859, 7.252584318656909 51.2859231834105, 7.2600235702385225 51.306959173168124, 7.268656501831501 51.30371229113985, 7.2807371261846425 51.3142208962688, 7.298959126418783 51.31358510615128))"
C325,"POLYGON ((7.255633007735227 51.38315992949997, 7.26223916434044 51.3849709307809, 7.275885787891384 51.37017362433836, 7.292306137952866 51.379187490197694, 7.297789373321839 51.37669861025, 7.295697093095611 51.36026087833813, 7.311587071996696 51.36032439671113, 7.31478128997179 51.349091550199304, 7.302161048290488 51.34471773761521, 7.316133212121266 51.331838156567564, 7.303566972892952 51.32690366418989, 7.298959126418783 51.31358510615128, 7.2807371261846425 51.3142208962688, 7.268656501831501 51.30371229113985, 7.2600235702385225 51.306959173168124, 7.26062346241778 51.3172241290538, 7.251488191731724 51.316316536905376, 7.195784051785816 51.29534055749611, 7.175527649927526 51.30950167295791, 7.2046151958664915 51.32032072180022, 7.209298887284604 51.33274785089821, 7.227689504017882 51.340870998903426, 7.231478093695828 51.361661196693746, 7.2181483968345965 51.368960930364615, 7.255633007735227 51.38315992949997))"
C326,"POLYGON ((7.359697201667962 51.39767719824142, 7.3792431826898 51.390507961631414, 7.402828135510291 51.40254620035622, 7.40581573813314 51.397102640412086, 7.407142299669817 51.379431395805945, 7.390709788503012 51.36588682153731, 7.394735329810386 51.354413200765606, 7.376664025178297 51.34603018978139, 7.367594516538283 51.3510628269759, 7.352714055594602 51.34765668092495, 7.330643964950099 51.366405702829965, 7.311587071996696 51.36032439671113, 7.295697093095611 51.36026087833813, 7.297789373321839 51.37669861025, 7.308786566275731 51.37975361868621, 7.317885381083146 51.40048724599629, 7.333212066601997 51.40882155798094, 7.346016294935017 51.40947273684936, 7.359697201667962 51.39767719824142))"
C327,"POLYGON ((7.349531460396785 51.483203338913526, 7.371460741337846 51.482878838478356, 7.38976341392116 51.47307171678636, 7.388366701752732 51.46304868849777, 7.413505479642962 51.45106860277823, 7.423426346051558 51.43141062140924, 7.3891231414004395 51.422137758204975, 7.377969006144229 51.4118154812653, 7.35357551112055 51.40887760734352, 7.359697201667962 51.39767719824142, 7.346016294935017 51.40947273684936, 7.333212066601997 51.40882155798094, 7.317885381083146 51.40048724599629, 7.308786566275731 51.37975361868621, 7.297789373321839 51.37669861025, 7.292306137952866 51.379187490197694, 7.275885787891384 51.37017362433836, 7.26223916434044 51.3849709307809, 7.255633007735227 51.38315992949997, 7.247078283020684 51.39521511109276, 7.251943698013581 51.41318126161205, 7.288820123688585 51.44209293827258, 7.285835879405366 51.45158391224135, 7.298640799405332 51.45603949832838, 7.341178175411164 51.454335031423795, 7.349531460396785 51.483203338913526))"
C328,"POLYGON ((7.917594167128074 51.482631624694605, 7.923699464506386 51.47378135036234, 7.951953102563606 51.465718528377, 7.962257451140595 51.47198147898074, 7.984465551424542 51.46757925794622, 8.002389181318241 51.47421215440576, 8.012519590476305 51.468238598362035, 8.018885983103994 51.460577533854085, 8.060477957147764 51.445838529759996, 8.11936671794443 51.448872356451766, 8.122667300445704 51.44188207774208, 8.155723616320408 51.44243755434151, 8.17717536158546 51.427525263341344, 8.201787104343357 51.42184679246393, 8.208638701118423 51.41079105380168, 8.180218845749906 51.40231911450145, 8.175751256148214 51.39269695091836, 8.151353111825683 51.39180910759335, 8.110895754207728 51.36163871462609, 8.088934342634007 51.35542874405723, 8.031629612794145 51.35808158199204, 8.023791117536165 51.3645418941222, 8.02730502163132 51.378090638001865, 8.007271206532648 51.369800542403496, 7.993426674795263 51.3800021470595, 7.998580171280968 51.38522511431594, 8.008392937233014 51.38228299658983, 8.011795438340938 51.391185962822604, 7.994965791155104 51.393474889889916, 7.957360732037117 51.39149680881705, 7.955775691027368 51.38378464434089, 7.938265646156487 51.383567725074755, 7.907557299615178 51.37236589358822, 7.892335949705488 51.392410314556756, 7.894963652833199 51.41649765129393, 7.876431765154401 51.45023924134173, 7.8620634987430495 51.458244368750016, 7.879832960922607 51.465700212189425, 7.8794042745372295 51.47595082893568, 7.906649495015495 51.49109169245023, 7.917594167128074 51.482631624694605))"
C329,"POLYGON ((8.418547916673194 51.40590627647816, 8.430753407001827 51.39198542343363, 8.445165366690766 51.396234508230485, 8.4357383049406 51.3844498847539, 8.451955524214652 51.36197295641685, 8.41705798513859 51.354028758555046, 8.414645268498656 51.349056724621434, 8.425726127349726 51.32795851034332, 8.440827545821914 51.327954129417336, 8.43994619877707 51.313934026579766, 8.446185896060111 51.3137824521834, 8.442356463595164 51.29919764364418, 8.422922777942528 51.28839283456208, 8.430012704236015 51.266200498141686, 8.404472144935859 51.26247923903318, 8.402987657456908 51.28093094567974, 8.376069278981248 51.28330841904286, 8.373493438133616 51.28812208506715, 8.370544225666874 51.316852692395265, 8.358402824757272 51.32282409027842, 8.363354077725383 51.33128498864901, 8.351547709473454 51.35467378181568, 8.373128889198837 51.37286521429548, 8.365096264102247 51.39687999387943, 8.392342211328819 51.40831332155007, 8.418547916673194 51.40590627647816))"
C330,"POLYGON ((8.548728354197946 51.467658924356535, 8.572633915879816 51.46798092928537, 8.603133625301387 51.48447778279869, 8.625291599084244 51.47890785565819, 8.652510699028694 51.4821043422165, 8.667114981532004 51.4722623776122, 8.68863135003234 51.47256851121587, 8.720148156467813 51.459496519074605, 8.751641774388103 51.46509824492969, 8.756505077288844 51.455019362639575, 8.735624803610698 51.439486893274754, 8.73081645284446 51.41926870401081, 8.708545804330049 51.408303149713724, 8.715807145535608 51.400656135350395, 8.701756824950007 51.39203649695192, 8.70089155494403 51.37738113995533, 8.676432379633084 51.3708122391053, 8.682809547788773 51.36151556807389, 8.653851758759767 51.349687120915455, 8.65534987170727 51.34068739675999, 8.636821960647682 51.34342528554838, 8.620958364018954 51.33659389825331, 8.573644512206974 51.29182892698069, 8.562354880879154 51.31854032508423, 8.563241263294783 51.345626911575934, 8.527305116421093 51.35052736617756, 8.521654767378315 51.37231139991387, 8.4886997141875 51.370932525266326, 8.478145158592053 51.4020267839513, 8.461640370181023 51.401559796431265, 8.475539547518057 51.40826401284253, 8.469215151556158 51.43415623874914, 8.467968570764636 51.43955275613234, 8.548728354197946 51.467658924356535))"
C331,"POLYGON ((8.150929056643703 51.17339628073183, 8.129506622039406 51.1943341408881, 8.113458071592035 51.194115848241374, 8.099833188036621 51.214802384496046, 8.120050845732486 51.229095950212496, 8.119245170976063 51.23998964913968, 8.101155411643473 51.237352005301474, 8.066241900576838 51.24515632076537, 8.073687583972493 51.264754849463536, 8.10330256538859 51.266138566568976, 8.137618548215446 51.27689927302359, 8.151718230051502 51.296220817786384, 8.151515803228694 51.31259043577277, 8.160421863947489 51.31398362328266, 8.160444124130134 51.30732301432401, 8.179391945345525 51.302937784285376, 8.213688476834276 51.30600585675953, 8.223174391557544 51.292184546186476, 8.239899609297046 51.29011720115264, 8.24564942882656 51.27852310775244, 8.261869347145018 51.29094501562789, 8.296315706174463 51.27601237793239, 8.269949387807287 51.268649056498866, 8.275333831416388 51.25134904555157, 8.26098140819832 51.240310174971086, 8.255531320303847 51.24734327761602, 8.244422264331929 51.23789509265881, 8.222263136217194 51.23284750872617, 8.214406617580014 51.23623288088387, 8.21299602991354 51.225925783131544, 8.196599551348696 51.222408790320586, 8.199377141776994 51.20032886478127, 8.150929056643703 51.17339628073183))"
C332,"POLYGON ((8.593726439261975 51.1764757659346, 8.611756677600967 51.16586921313706, 8.662387819931434 51.158297108902936, 8.666842896200833 51.138342162175185, 8.692393906606931 51.13246729517243, 8.701869960234228 51.116467724777586, 8.720238095591643 51.11513809960918, 8.714577093705028 51.108805786629645, 8.689147945433213 51.10905321351852, 8.669674498803365 51.10076660317651, 8.656309829411738 51.09429226296182, 8.549997907207086 51.101834949514405, 8.546593753555099 51.11339753565668, 8.529415413685362 51.11553901388839, 8.509381517233024 51.127089160554426, 8.52820177010929 51.124221941678805, 8.563594197145369 51.14348969879274, 8.585643636719778 51.14312401434324, 8.586129059573503 51.16147437080338, 8.568332049570708 51.169479836040864, 8.593726439261975 51.1764757659346))"
C333,"POLYGON ((8.84431196057127 51.54611413068462, 8.892054605425443 51.547737837399424, 8.890336855210087 51.53089596808854, 8.904901626099672 51.531921873623894, 8.914473799166796 51.52004691401424, 8.943657157254973 51.50802700899329, 8.967027780686353 51.511599930848774, 8.96968937623739 51.50582127013332, 8.890707707058692 51.48198338489797, 8.92098596330305 51.44567936565887, 8.9195334755432 51.430550922317266, 8.945142906070833 51.43014578205225, 8.950245547784728 51.425203311774005, 8.937554290108908 51.38955031219891, 8.890481745997265 51.39275749373699, 8.854342284116827 51.377660535784884, 8.823445192831706 51.39016433167786, 8.80419268144217 51.39075192951047, 8.731020243078081 51.372079174606256, 8.70089155494403 51.37738113995533, 8.701756824950007 51.39203649695192, 8.715807145535608 51.400656135350395, 8.708545804330049 51.408303149713724, 8.73081645284446 51.41926870401081, 8.735624803610698 51.439486893274754, 8.756505077288844 51.455019362639575, 8.766458541049126 51.44852508510712, 8.788604865077328 51.45752448961165, 8.820547651636474 51.48962509218445, 8.836329394429697 51.49525746995155, 8.833932326000774 51.505293304353636, 8.820950409831962 51.51726637952575, 8.808145769766979 51.519300876296924, 8.807154178373677 51.52641881195412, 8.8148543008996 51.539469521202804, 8.845902447042574 51.535634934962815, 8.84431196057127 51.54611413068462))"
C334,"POLYGON ((8.59767173178152 51.246893704774, 8.62575975479609 51.253340582801904, 8.628110189080552 51.260803112027986, 8.682036882954833 51.26897820877257, 8.693985750110514 51.27671373268423, 8.721221293294713 51.27480837380048, 8.721537893798914 51.26845944732811, 8.7349749156328 51.26372184766912, 8.727350457257154 51.25010729576602, 8.741591483104838 51.21809430118077, 8.768501422139538 51.208982924416354, 8.75034265934466 51.19893021380106, 8.750287769145228 51.18071409429572, 8.7577271713174 51.17670331859409, 8.692393906606931 51.13246729517243, 8.666842896200833 51.138342162175185, 8.662387819931434 51.158297108902936, 8.611756677600967 51.16586921313706, 8.593726439261975 51.1764757659346, 8.607668723169779 51.187052336086154, 8.590189795979946 51.19761336939785, 8.599346274025468 51.20867962219411, 8.587434933115073 51.21813366415514, 8.59767173178152 51.246893704774))"
C335,"POLYGON ((8.208638701118423 51.41079105380168, 8.238753406883756 51.40274001970405, 8.276201800119258 51.406811984356786, 8.29820028921026 51.38890967871333, 8.365096264102247 51.39687999387943, 8.373128889198837 51.37286521429548, 8.351547709473454 51.35467378181568, 8.363354077725383 51.33128498864901, 8.358402824757272 51.32282409027842, 8.370544225666874 51.316852692395265, 8.373493438133616 51.28812208506715, 8.361275833939729 51.28291338907918, 8.367402611353146 51.273952301145414, 8.35095695266989 51.26104172381751, 8.351470938454188 51.25059875194641, 8.341712917621033 51.260289812318284, 8.327826790600248 51.25873271870453, 8.309331506126806 51.268767629753775, 8.312268191146433 51.27491612570822, 8.296315706174463 51.27601237793239, 8.261869347145018 51.29094501562789, 8.24564942882656 51.27852310775244, 8.239899609297046 51.29011720115264, 8.223174391557544 51.292184546186476, 8.213688476834276 51.30600585675953, 8.179391945345525 51.302937784285376, 8.160444124130134 51.30732301432401, 8.160421863947489 51.31398362328266, 8.151515803228694 51.31259043577277, 8.151718230051502 51.296220817786384, 8.137618548215446 51.27689927302359, 8.10330256538859 51.266138566568976, 8.10668046758753 51.28012424542102, 8.09636636776689 51.29653033100159, 8.1112820952194 51.30097554639242, 8.127926465676978 51.31687752456268, 8.10310828034201 51.330334513734044, 8.132016456697333 51.34182230924341, 8.110895754207728 51.36163871462609, 8.151353111825683 51.39180910759335, 8.175751256148214 51.39269695091836, 8.180218845749906 51.40231911450145, 8.208638701118423 51.41079105380168))"
C336,"POLYGON ((8.567329719613543 51.27048117099454, 8.542428992680687 51.27708789829754, 8.486401911216792 51.26308802358911, 8.466537913283934 51.270791301446486, 8.445587173548427 51.25917297791565, 8.430012704236015 51.266200498141686, 8.422922777942528 51.28839283456208, 8.442356463595164 51.29919764364418, 8.446185896060111 51.3137824521834, 8.43994619877707 51.313934026579766, 8.440827545821914 51.327954129417336, 8.425726127349726 51.32795851034332, 8.414645268498656 51.349056724621434, 8.41705798513859 51.354028758555046, 8.451955524214652 51.36197295641685, 8.4357383049406 51.3844498847539, 8.445165366690766 51.396234508230485, 8.430753407001827 51.39198542343363, 8.418547916673194 51.40590627647816, 8.469215151556158 51.43415623874914, 8.475539547518057 51.40826401284253, 8.461640370181023 51.401559796431265, 8.478145158592053 51.4020267839513, 8.4886997141875 51.370932525266326, 8.521654767378315 51.37231139991387, 8.527305116421093 51.35052736617756, 8.563241263294783 51.345626911575934, 8.562354880879154 51.31854032508423, 8.573644512206974 51.29182892698069, 8.5563144916942 51.27754404639389, 8.567329719613543 51.27048117099454))"
C337,"POLYGON ((8.373493438133616 51.28812208506715, 8.376069278981248 51.28330841904286, 8.402987657456908 51.28093094567974, 8.404472144935859 51.26247923903318, 8.430012704236015 51.266200498141686, 8.421091782370318 51.260064376693485, 8.433793728733587 51.25705969220041, 8.442254990021343 51.23555334909234, 8.422522407183147 51.22514219718464, 8.419315901099607 51.219639855562946, 8.430709786526677 51.219100662448696, 8.432325651760317 51.21147057742323, 8.424095815116315 51.20629530688873, 8.44150398671889 51.20224699610644, 8.453606672484664 51.18280912796017, 8.47766757378713 51.18549767418946, 8.488560319079916 51.174776930016456, 8.47308733929765 51.17335768537061, 8.456392339773094 51.151024605979686, 8.437843498516855 51.14336322894974, 8.40111842210375 51.131260284904556, 8.380015483393976 51.11103216017388, 8.34098667810948 51.09278288752882, 8.305522939601346 51.100645747675244, 8.252487394889613 51.099384789068935, 8.237386100733131 51.103863880490685, 8.241507946276085 51.11139688924173, 8.22528192102391 51.115960763983615, 8.226394443628074 51.12184240225496, 8.194730854729261 51.12176185836085, 8.183328920449446 51.146938883217025, 8.167881381307094 51.14676665886376, 8.162375435146897 51.13678177960612, 8.130113132729475 51.14314424001459, 8.147991975845141 51.15907850412066, 8.150929056643703 51.17339628073183, 8.199377141776994 51.20032886478127, 8.196599551348696 51.222408790320586, 8.21299602991354 51.225925783131544, 8.214406617580014 51.23623288088387, 8.222263136217194 51.23284750872617, 8.244422264331929 51.23789509265881, 8.255531320303847 51.24734327761602, 8.26098140819832 51.240310174971086, 8.275333831416388 51.25134904555157, 8.269949387807287 51.268649056498866, 8.296315706174463 51.27601237793239, 8.312268191146433 51.27491612570822, 8.309331506126806 51.268767629753775, 8.327826790600248 51.25873271870453, 8.341712917621033 51.260289812318284, 8.351470938454188 51.25059875194641, 8.35095695266989 51.26104172381751, 8.367402611353146 51.273952301145414, 8.361275833939729 51.28291338907918, 8.373493438133616 51.28812208506715))"
C338,"POLYGON ((7.907557299615178 51.37236589358822, 7.938265646156487 51.383567725074755, 7.955775691027368 51.38378464434089, 7.957360732037117 51.39149680881705, 7.994965791155104 51.393474889889916, 8.011795438340938 51.391185962822604, 8.008392937233014 51.38228299658983, 7.998580171280968 51.38522511431594, 7.993426674795263 51.3800021470595, 8.007271206532648 51.369800542403496, 8.02730502163132 51.378090638001865, 8.023791117536165 51.3645418941222, 8.031629612794145 51.35808158199204, 8.088934342634007 51.35542874405723, 8.110895754207728 51.36163871462609, 8.132016456697333 51.34182230924341, 8.10310828034201 51.330334513734044, 8.127926465676978 51.31687752456268, 8.1112820952194 51.30097554639242, 8.09636636776689 51.29653033100159, 8.10668046758753 51.28012424542102, 8.10330256538859 51.266138566568976, 8.073687583972493 51.264754849463536, 8.066241900576838 51.24515632076537, 8.052586319944655 51.24707721160334, 8.043668386291076 51.23758242697076, 8.027353733037257 51.23803121355504, 8.030846723547976 51.24216485705665, 8.018093963487209 51.24701745731379, 8.007942291797528 51.23739462081039, 7.948511308599951 51.24004867512906, 7.939303004726151 51.23412210392645, 7.9304108738750525 51.245477473453505, 7.919344556348656 51.243559662927005, 7.91850642782632 51.249999564235374, 7.922206538155911 51.26010627915241, 7.903476209378274 51.277796750915996, 7.9151838231277685 51.27930484020297, 7.91499037849379 51.29165908063135, 7.916169158877193 51.30332919572286, 7.90162039774274 51.30639264021929, 7.934449703354528 51.32012387764861, 7.928189042028557 51.338333559882216, 7.905692004374578 51.347587962910715, 7.912276539210942 51.35345882958467, 7.907557299615178 51.37236589358822))"
C339,"POLYGON ((8.430012704236015 51.266200498141686, 8.445587173548427 51.25917297791565, 8.466537913283934 51.270791301446486, 8.486401911216792 51.26308802358911, 8.542428992680687 51.27708789829754, 8.567329719613543 51.27048117099454, 8.59767173178152 51.246893704774, 8.587434933115073 51.21813366415514, 8.599346274025468 51.20867962219411, 8.590189795979946 51.19761336939785, 8.607668723169779 51.187052336086154, 8.593726439261975 51.1764757659346, 8.568332049570708 51.169479836040864, 8.586129059573503 51.16147437080338, 8.585643636719778 51.14312401434324, 8.563594197145369 51.14348969879274, 8.52820177010929 51.124221941678805, 8.509381517233024 51.127089160554426, 8.485750942991563 51.147907050519, 8.463540108517172 51.14307582397542, 8.454687001246555 51.13425357535979, 8.437843498516855 51.14336322894974, 8.456392339773094 51.151024605979686, 8.47308733929765 51.17335768537061, 8.488560319079916 51.174776930016456, 8.47766757378713 51.18549767418946, 8.453606672484664 51.18280912796017, 8.44150398671889 51.20224699610644, 8.424095815116315 51.20629530688873, 8.432325651760317 51.21147057742323, 8.430709786526677 51.219100662448696, 8.419315901099607 51.219639855562946, 8.422522407183147 51.22514219718464, 8.442254990021343 51.23555334909234, 8.433793728733587 51.25705969220041, 8.421091782370318 51.260064376693485, 8.430012704236015 51.266200498141686))"
C340,"POLYGON ((7.720853380905388 51.31719295535553, 7.747388319047988 51.31356400300884, 7.759678724054143 51.3166210019741, 7.763697753386397 51.291533116198174, 7.749872627827896 51.287158134337446, 7.735690190516989 51.2914161673892, 7.730462885590286 51.28664708029934, 7.717497517784938 51.28855481880686, 7.701815049072281 51.281861987487176, 7.704519206055075 51.26439503592054, 7.693920629586604 51.26156467941561, 7.697184404612211 51.243753081241984, 7.684664612265071 51.23958379581546, 7.653362085075549 51.24222132994315, 7.638981061607295 51.25715025136805, 7.6506625090080975 51.26293627012506, 7.631391771476069 51.270506342199184, 7.633117704477388 51.27552767465776, 7.644181903993319 51.27970695249757, 7.642228852193319 51.3066239296618, 7.657535444790986 51.31067845538038, 7.656392247620122 51.31686322494584, 7.68451123852398 51.31542580551235, 7.685378763719137 51.30400015838993, 7.700674081102202 51.303370008023805, 7.720853380905388 51.31719295535553))"
