ID,Geometry
C111,"POLYGON ((6.575937556260653 50.64083232076233, 6.625690212887627 50.65193675169373, 6.6286318500336 50.633033292644704, 6.6578298865016405 50.63663898736616, 6.66815852515346 50.63058512894328, 6.6848278738342914 50.64606585713086, 6.712323611881681 50.6433666575659, 6.729844441552923 50.61728102490227, 6.769471419318023 50.615612945684674, 6.769959375905167 50.60275469572854, 6.759660820118516 50.59187175636623, 6.718909142892725 50.57425488014453, 6.722364766469424 50.569570235049085, 6.691077471351909 50.53935521172593, 6.670474120739669 50.536474284825914, 6.659446785255337 50.52407035655808, 6.643157477556265 50.521931630435574, 6.636713492538565 50.530662655233364, 6.611865477518215 50.52637627886451, 6.6003626636016515 50.54060214666235, 6.6067378956655585 50.561531911414704, 6.584907513821668 50.57493909294036, 6.573336434523047 50.573383512775756, 6.559970927630366 50.55500605354684, 6.550036907108687 50.554729961916124, 6.547327544535159 50.563701046830325, 6.535646362362285 50.57492952719023, 6.5532492643002485 50.582516094897215, 6.53992675738875 50.59799373609464, 6.547683595375851 50.60203515289583, 6.560769368394165 50.605509782233526, 6.5592063499792115 50.626739050551095, 6.575937556260653 50.64083232076233))"
C112,"POLYGON ((6.611865477518215 50.52637627886451, 6.636713492538565 50.530662655233364, 6.643157477556265 50.521931630435574, 6.659446785255337 50.52407035655808, 6.670474120739669 50.536474284825914, 6.691077471351909 50.53935521172593, 6.717430204963323 50.52569965544203, 6.739910818079608 50.5244412918824, 6.740741800220925 50.51486967147701, 6.75728437162339 50.519007644780984, 6.763069555177428 50.5286221127647, 6.775683559960237 50.52448857185338, 6.756933919539843 50.506706032155414, 6.751695872201331 50.49011562556577, 6.7685121544377855 50.4843012784824, 6.750919241125105 50.47130242212507, 6.709446363775081 50.457055549835175, 6.697214604338745 50.46988702062704, 6.672613920695263 50.46273790939231, 6.646721899682774 50.46503645847304, 6.6076250903094635 50.45614346828338, 6.587819906030964 50.45754423589594, 6.587538674268842 50.44365891793371, 6.5809119522887185 50.443262175494525, 6.548909894319617 50.45985513632128, 6.571785517727684 50.48720971691211, 6.571478158038244 50.497110621023, 6.600086626973816 50.50182204595332, 6.601783458691182 50.512331261302684, 6.613476028893565 50.51412282661025, 6.611865477518215 50.52637627886451))"
C113,"POLYGON ((6.416945376336057 50.60518624223121, 6.422164437217067 50.61909777828543, 6.470137358616593 50.61123027427039, 6.492000593955131 50.600520508276446, 6.50484560787897 50.60395738239136, 6.522724130091945 50.59868177099738, 6.540766553740594 50.60763679247697, 6.547683595375851 50.60203515289583, 6.53992675738875 50.59799373609464, 6.5532492643002485 50.582516094897215, 6.535646362362285 50.57492952719023, 6.547327544535159 50.563701046830325, 6.519298182958228 50.55444722533086, 6.521696048097457 50.536943625751945, 6.498764305492715 50.50676305359834, 6.449369188814772 50.499368670414306, 6.4341051359934385 50.506922942765236, 6.42641055054808 50.502947435678216, 6.397652693928039 50.50751389842409, 6.401420413512867 50.511849303366525, 6.387821509983118 50.51422844188576, 6.373413462714688 50.51109085540648, 6.374782434502086 50.503570074294004, 6.350303673103226 50.50203287699697, 6.347535169220445 50.50760156113573, 6.366206884296152 50.515563642221345, 6.3800557805191636 50.53229870611485, 6.374396945653787 50.536989624855764, 6.358023145251089 50.52994993462102, 6.365289374036628 50.56213950981927, 6.395701048710806 50.5843038428596, 6.3909964727812625 50.59660842827495, 6.415922026699769 50.59863080255663, 6.416945376336057 50.60518624223121))"
C114,"POLYGON ((6.851472688673011 50.7874131098261, 6.864004826187531 50.784835360323555, 6.870467180433012 50.78013731903061, 6.861359931062744 50.763212981698345, 6.882034918220684 50.74590679147164, 6.9021285010941735 50.75064961396487, 6.915788535581117 50.73402965011495, 6.897368094762647 50.72662959263424, 6.901413189163276 50.719790199420416, 6.891273258607815 50.71309705807935, 6.8654596135678325 50.706777395456726, 6.856211128705807 50.69627964512661, 6.84073129798339 50.7030429690227, 6.810962300397789 50.70123577328293, 6.794327488526265 50.68964372562687, 6.769880129367008 50.6876809658763, 6.759625289320039 50.69052999132811, 6.763370359328746 50.694106500796266, 6.77629186506573 50.71783004168632, 6.813464505547654 50.76392380844763, 6.840974990401745 50.767699246862904, 6.837193521175556 50.777404118545725, 6.851472688673011 50.7874131098261))"
C115,"POLYGON ((6.694062116501984 50.75394466269046, 6.716257855148842 50.75321973586457, 6.72397678619955 50.74600459599962, 6.713201794652482 50.734037890004345, 6.755580666967775 50.727327787846086, 6.77629186506573 50.71783004168632, 6.763370359328746 50.694106500796266, 6.732477770828099 50.70073932060267, 6.710219147994047 50.68380421671642, 6.722722875872163 50.675266994739076, 6.732818940629218 50.677010856287744, 6.712323611881681 50.6433666575659, 6.6848278738342914 50.64606585713086, 6.66815852515346 50.63058512894328, 6.6578298865016405 50.63663898736616, 6.6286318500336 50.633033292644704, 6.625690212887627 50.65193675169373, 6.575937556260653 50.64083232076233, 6.566896499386143 50.656041607553654, 6.601402298290578 50.67328487088212, 6.591418655803882 50.69726589175915, 6.587623147383922 50.7059434263128, 6.612205720854421 50.71398682133841, 6.629678803536973 50.73224116121084, 6.677085066338489 50.713490620014056, 6.698048422205487 50.728333153434015, 6.694062116501984 50.75394466269046))"
C116,"POLYGON ((6.200279323624186 51.106453719443174, 6.211910447800874 51.111092330866256, 6.216011602675422 51.10674728217438, 6.232311744066813 51.106833195632504, 6.237794246082193 51.11346386332037, 6.247064803175101 51.109856332928935, 6.251156039854896 51.115229907786905, 6.271519411524775 51.11719539554397, 6.272804026919372 51.111915816744215, 6.292977549893306 51.11368836862859, 6.313513935978537 51.10104721882602, 6.352044376571876 51.1043592395236, 6.3634586623607 51.094297681471886, 6.392577364162124 51.098337321565026, 6.3904675891143325 51.09154617321311, 6.405976718348028 51.085555167411684, 6.444382714940221 51.088557463331966, 6.454582376285739 51.081378609553475, 6.445343480176558 51.06665827701788, 6.451980149263609 51.05977931825839, 6.477081524880213 51.05624209970567, 6.459548174245884 51.04351598529185, 6.455367808667531 51.04724290419944, 6.430769660572717 51.03536500965494, 6.371665946785539 51.03391093684197, 6.3721083003628145 51.026221794063495, 6.356364105253307 51.01590275188764, 6.300368243540615 51.015564213276384, 6.29855278026023 51.024555786082836, 6.296082968098943 51.03885883950504, 6.306439013813873 51.04624281196914, 6.276713215726988 51.047648012370864, 6.260519396800541 51.06797921286455, 6.235039437815913 51.06857090776398, 6.241747701540957 51.079144300569375, 6.235313154170909 51.08981409385952, 6.2203370567378915 51.08556134001406, 6.205828883834685 51.091093435947585, 6.200279323624186 51.106453719443174))"
C117,"POLYGON ((5.983310475127278 51.04098651479256, 6.016702361050909 51.040780195999254, 6.02805687956677 51.032617358236976, 6.041463566732044 51.032491391116, 6.0576991337751 51.02462987347308, 6.053509899669885 51.0198819689203, 6.0810441679007115 50.997305627391945, 6.059396791409422 50.98635020001125, 6.035882933672528 50.95469489169268, 6.0156346511718874 50.94787625646136, 6.004416187350387 50.95744166245156, 6.025084708242236 50.983638371642485, 5.967881728861749 50.97920637917297, 5.957118651155842 50.98499751278358, 5.9688711900896205 50.9958917621801, 5.952295836593858 51.00790190418097, 5.983310475127278 51.04098651479256))"
C118,"POLYGON ((6.0156346511718874 50.94787625646136, 6.035882933672528 50.95469489169268, 6.059396791409422 50.98635020001125, 6.0810441679007115 50.997305627391945, 6.104469991931381 50.99820339360886, 6.118617660571097 51.01323766565753, 6.146450164475422 51.00284072840052, 6.160357072093569 51.01212413401464, 6.179441969734097 51.00583511637997, 6.210008785645312 51.017361247439005, 6.225418318405993 50.992477364958624, 6.236362011941745 50.988543818228806, 6.19503654364617 50.9671761668585, 6.2021903730291195 50.95328170947628, 6.194870256802331 50.950054721152156, 6.169187325842207 50.94379227226111, 6.154186741801273 50.93091571452009, 6.1001369787204665 50.9537189375506, 6.076949186737596 50.945576598300455, 6.060525578260541 50.93145809203375, 6.0156346511718874 50.94787625646136))"
C119,"POLYGON ((6.080713124099308 51.1222565446718, 6.101192012285266 51.098511308926966, 6.1443611508206155 51.08523290486989, 6.154099011703552 51.076099337789785, 6.151944779453621 51.06972884740941, 6.186261245190068 51.04785646595965, 6.183687698120245 51.04305423562396, 6.213212252605226 51.02197238073242, 6.210008785645312 51.017361247439005, 6.179441969734097 51.00583511637997, 6.160357072093569 51.01212413401464, 6.146450164475422 51.00284072840052, 6.118617660571097 51.01323766565753, 6.104469991931381 50.99820339360886, 6.0810441679007115 50.997305627391945, 6.053509899669885 51.0198819689203, 6.0576991337751 51.02462987347308, 6.041463566732044 51.032491391116, 6.054682549265881 51.054719811047164, 6.054022365242241 51.067250741366664, 6.0392158244040415 51.07912405981401, 6.061087960266636 51.09828361963871, 6.052190122336569 51.10593849420166, 6.060452106368403 51.11579088641747, 6.080713124099308 51.1222565446718))"
C120,"POLYGON ((6.154099011703552 51.076099337789785, 6.205828883834685 51.091093435947585, 6.2203370567378915 51.08556134001406, 6.235313154170909 51.08981409385952, 6.241747701540957 51.079144300569375, 6.235039437815913 51.06857090776398, 6.260519396800541 51.06797921286455, 6.276713215726988 51.047648012370864, 6.306439013813873 51.04624281196914, 6.296082968098943 51.03885883950504, 6.29855278026023 51.024555786082836, 6.285283181017991 51.02323818298074, 6.284816923643134 51.01046016538407, 6.2743463507666215 51.010765525803535, 6.271040837937036 50.99720828786709, 6.236362011941745 50.988543818228806, 6.225418318405993 50.992477364958624, 6.210008785645312 51.017361247439005, 6.213212252605226 51.02197238073242, 6.183687698120245 51.04305423562396, 6.186261245190068 51.04785646595965, 6.151944779453621 51.06972884740941, 6.154099011703552 51.076099337789785))"
C121,"POLYGON ((5.968527776436985 51.04768695180666, 5.983310475127278 51.04098651479256, 5.952295836593858 51.00790190418097, 5.9688711900896205 50.9958917621801, 5.957118651155842 50.98499751278358, 5.933767824101886 50.98514704467219, 5.8975863941423645 50.974985755170735, 5.893134237086064 50.98056105080113, 5.904166716264365 50.98725379656313, 5.905048947639597 51.00227138401642, 5.879607704280227 51.01741012396218, 5.87792069928569 51.03646417970935, 5.866029540533123 51.05112810664959, 5.8925071050674225 51.05339531342582, 5.913375980559303 51.066523938119694, 5.937495978351151 51.0350541657134, 5.958245329331637 51.03500881529211, 5.968527776436985 51.04768695180666))"
C122,"POLYGON ((6.0156346511718874 50.94787625646136, 6.060525578260541 50.93145809203375, 6.076949186737596 50.945576598300455, 6.1001369787204665 50.9537189375506, 6.154186741801273 50.93091571452009, 6.1534566650039135 50.91403875619438, 6.142106552301986 50.90088635142658, 6.111914513066227 50.90599640211062, 6.112212058828112 50.91114529027308, 6.092626008774029 50.908258607113986, 6.087056298925733 50.913761761850346, 6.094021162630287 50.92165157769454, 6.054135307922619 50.92238567294053, 6.049690630044007 50.9293274489757, 6.018674161269609 50.935022223724665, 6.0156346511718874 50.94787625646136))"
C123,"POLYGON ((5.968527776436985 51.04768695180666, 5.971455736728956 51.06088063550591, 5.994220028906985 51.081242674334945, 6.052190122336569 51.10593849420166, 6.061087960266636 51.09828361963871, 6.0392158244040415 51.07912405981401, 6.054022365242241 51.067250741366664, 6.054682549265881 51.054719811047164, 6.041463566732044 51.032491391116, 6.02805687956677 51.032617358236976, 6.016702361050909 51.040780195999254, 5.983310475127278 51.04098651479256, 5.968527776436985 51.04768695180666))"
C124,"POLYGON ((6.15462890511173 51.148048022260646, 6.155875154988215 51.141251001573586, 6.187275938844658 51.14057330293704, 6.180163087801513 51.12057253322051, 6.200279323624186 51.106453719443174, 6.205828883834685 51.091093435947585, 6.154099011703552 51.076099337789785, 6.1443611508206155 51.08523290486989, 6.101192012285266 51.098511308926966, 6.080713124099308 51.1222565446718, 6.091061880486863 51.13493319455922, 6.15462890511173 51.148048022260646))"
C125,"POLYGON ((6.250130744569166 51.18942586633965, 6.2917908052681915 51.17511750297291, 6.294755827179463 51.16727583480395, 6.305844559487062 51.16591717536773, 6.301813994483217 51.15207448996934, 6.318940351131181 51.15013858784864, 6.333304150540357 51.13401658205613, 6.3550034375056415 51.12619210865208, 6.352044376571876 51.1043592395236, 6.313513935978537 51.10104721882602, 6.292977549893306 51.11368836862859, 6.272804026919372 51.111915816744215, 6.271519411524775 51.11719539554397, 6.251156039854896 51.115229907786905, 6.247064803175101 51.109856332928935, 6.237794246082193 51.11346386332037, 6.232311744066813 51.106833195632504, 6.216011602675422 51.10674728217438, 6.211910447800874 51.111092330866256, 6.200279323624186 51.106453719443174, 6.180163087801513 51.12057253322051, 6.187275938844658 51.14057330293704, 6.155875154988215 51.141251001573586, 6.15462890511173 51.148048022260646, 6.175772629094112 51.15862382819686, 6.139044951127984 51.1731209731425, 6.175043222325558 51.18447220052563, 6.210831046469691 51.16715609650262, 6.250130744569166 51.18942586633965))"
C126,"POLYGON ((7.704363079416836 51.062052067880366, 7.73158653147736 51.03990563720106, 7.734243552202262 51.024581394330326, 7.725417968672819 51.00994976802839, 7.687418338570185 51.0083070826756, 7.675447583517141 50.99653736080004, 7.6626860733720585 51.00269207985724, 7.6376280863761945 51.003592941017004, 7.617471231137694 51.02184147751575, 7.619866049542015 51.0294822604635, 7.666712528406011 51.04913374051269, 7.66996508926034 51.06047722715354, 7.704363079416836 51.062052067880366))"
C127,"POLYGON ((7.3260314717611354 50.97787635019527, 7.346533526673249 50.98841985246376, 7.368860736008187 50.98993791540071, 7.391814561605206 51.00570677659209, 7.409011897253467 51.002503502288995, 7.405907113804971 51.00775220818853, 7.429266323919551 51.01152174553317, 7.440355739396443 51.021935736987224, 7.47191376794744 51.02537158565034, 7.503781602632658 51.01612796813408, 7.514918808267814 51.00412234934605, 7.493194492499736 50.98214994429599, 7.4852295297677935 50.984420312744156, 7.464270369881449 50.97213776452509, 7.457389382101729 50.957554303481835, 7.455341573842984 50.962352755823616, 7.4269113726055895 50.95229572781814, 7.432687178448082 50.94687391165164, 7.399743794871967 50.948792267619844, 7.389169405247228 50.95810077834483, 7.352408839293086 50.95054702646987, 7.3260314717611354 50.97787635019527))"
C128,"POLYGON ((7.6097447032187455 51.07835311668167, 7.628350633159336 51.069300960595356, 7.690952005508317 51.08614079606377, 7.717410938088007 51.073204461022655, 7.704363079416836 51.062052067880366, 7.66996508926034 51.06047722715354, 7.666712528406011 51.04913374051269, 7.619866049542015 51.0294822604635, 7.617471231137694 51.02184147751575, 7.6376280863761945 51.003592941017004, 7.594611127676144 50.994332639166096, 7.551043343185398 50.98455707739835, 7.5541927603200145 50.9785862076207, 7.544555950009711 50.97487467289014, 7.493194492499736 50.98214994429599, 7.514918808267814 51.00412234934605, 7.503781602632658 51.01612796813408, 7.47191376794744 51.02537158565034, 7.440355739396443 51.021935736987224, 7.436650019713991 51.0336054604257, 7.45038633727147 51.03631818704766, 7.462892845660981 51.04907208724154, 7.497996333337971 51.04704568822542, 7.512140856497053 51.05299197964591, 7.569320486704064 51.05676629230876, 7.583239248225759 51.04674221777932, 7.6170520156812165 51.06415998685185, 7.6097447032187455 51.07835311668167))"
C129,"POLYGON ((7.2676656079219235 51.14565237048226, 7.294638355732568 51.14757055354455, 7.305861983481332 51.179498932829176, 7.346144515190701 51.18312572661481, 7.368453588996254 51.195810435891396, 7.381355120109849 51.1887709155162, 7.381243382157862 51.17005509796156, 7.398787629326849 51.14747769499304, 7.378652754738257 51.141826487284405, 7.367324196161124 51.12657027673, 7.347152757710201 51.13162387184213, 7.318168407322783 51.120616394450124, 7.334406055864788 51.12004015048714, 7.337570294865509 51.101178236891414, 7.319906689571748 51.10761459566824, 7.298386298968154 51.104711209755095, 7.274777935563097 51.11410333805296, 7.2676656079219235 51.14565237048226))"
C130,"POLYGON ((7.329314588015289 51.04862931144483, 7.359807107889364 51.05361739028759, 7.359622057924132 51.059597332803705, 7.399761864209879 51.07891155285118, 7.423564333280358 51.06403693623367, 7.440079627372519 51.0766574534454, 7.454746800744078 51.07047429018121, 7.461346208978582 51.06350278748019, 7.451967245489668 51.05683745271927, 7.462892845660981 51.04907208724154, 7.45038633727147 51.03631818704766, 7.436650019713991 51.0336054604257, 7.440355739396443 51.021935736987224, 7.429266323919551 51.01152174553317, 7.405907113804971 51.00775220818853, 7.409011897253467 51.002503502288995, 7.391814561605206 51.00570677659209, 7.368860736008187 50.98993791540071, 7.346533526673249 50.98841985246376, 7.3260314717611354 50.97787635019527, 7.288128038928568 50.97686155885252, 7.284217011721332 50.97092670311799, 7.251535097202676 50.9874819420009, 7.283082989397286 51.00518107940662, 7.274327003645706 51.0112160752363, 7.285359919140882 51.02010374243621, 7.2812666885415736 51.02723150423032, 7.291205058793509 51.03219768560233, 7.311358897753776 51.027194326920075, 7.329314588015289 51.04862931144483))"
C131,"POLYGON ((7.454746800744078 51.07047429018121, 7.4735505346163515 51.076066767662766, 7.484327248363302 51.10055987005363, 7.502780716483292 51.105760368801164, 7.534016155130866 51.1015989708404, 7.582032058942756 51.10627582331264, 7.59726733837157 51.10163378061483, 7.60668630490029 51.09695784458073, 7.599820851865923 51.087170908379605, 7.6097447032187455 51.07835311668167, 7.6170520156812165 51.06415998685185, 7.583239248225759 51.04674221777932, 7.569320486704064 51.05676629230876, 7.512140856497053 51.05299197964591, 7.497996333337971 51.04704568822542, 7.462892845660981 51.04907208724154, 7.451967245489668 51.05683745271927, 7.461346208978582 51.06350278748019, 7.454746800744078 51.07047429018121))"
C132,"POLYGON ((7.676888315920521 50.903020338777715, 7.693844355276157 50.913686476897304, 7.706323303034192 50.907963369924225, 7.727791448886159 50.91739110266107, 7.736226125402073 50.91567409003761, 7.760001329118867 50.90015620594372, 7.748403541395262 50.86709954509934, 7.765708471653389 50.856388654393804, 7.755137963123782 50.85159237952537, 7.76275953315151 50.84510055265735, 7.729668111512195 50.85008707831295, 7.708167491082739 50.83009647589179, 7.699283499878787 50.82557849771547, 7.661060513358598 50.820390673346374, 7.64685339040592 50.83417869390709, 7.663680598464061 50.85624636881342, 7.6665186850635045 50.88322005018789, 7.6756553917557575 50.88321345902566, 7.686669880579794 50.89433450298985, 7.676888315920521 50.903020338777715))"
C133,"POLYGON ((7.460842710298034 50.93203407607088, 7.48981562490024 50.9410091481853, 7.512246222789342 50.930646580611416, 7.574602234718062 50.940570052729306, 7.586569331231861 50.93905149945825, 7.586383216704606 50.932932795467735, 7.610570602901753 50.93214623829972, 7.620763830382226 50.928845645483754, 7.605345845406489 50.90921147779183, 7.616634483048819 50.905854275445066, 7.615077992319329 50.90018792309023, 7.5886728185672325 50.89209174874326, 7.585653109178662 50.88166985944367, 7.564446790345143 50.87194220676805, 7.554276845773171 50.858786446022265, 7.515581494588728 50.85324541689872, 7.503840762906763 50.85397858752512, 7.490318131780981 50.8738900800674, 7.462615870690155 50.87768951806589, 7.4785393237274675 50.91213485029955, 7.460842710298034 50.93203407607088))"
C134,"POLYGON ((7.305166070782637 51.239855785996426, 7.331296248785612 51.250219763409284, 7.340679655424508 51.23997313476932, 7.365770771764239 51.24441174870117, 7.394489863080387 51.245114001266856, 7.403097077104262 51.239362678348144, 7.395924677741336 51.22720502971333, 7.410587623554224 51.21962360742717, 7.413808091151847 51.2280741916943, 7.422482406952022 51.22789738280097, 7.430273497729167 51.21512596697889, 7.429983614412246 51.205041885212346, 7.417892324799186 51.19849249401249, 7.4242131101632864 51.18611914600641, 7.411334815619024 51.17846338346432, 7.404883274742227 51.18729784909673, 7.381243382157862 51.17005509796156, 7.381355120109849 51.1887709155162, 7.368453588996254 51.195810435891396, 7.346144515190701 51.18312572661481, 7.305861983481332 51.179498932829176, 7.2964350637534645 51.20589127384483, 7.295028399635429 51.22036977035646, 7.312346031929289 51.23394581773924, 7.305166070782637 51.239855785996426))"
C135,"POLYGON ((7.6376280863761945 51.003592941017004, 7.6626860733720585 51.00269207985724, 7.675447583517141 50.99653736080004, 7.687418338570185 51.0083070826756, 7.725417968672819 51.00994976802839, 7.725394384056086 50.998191807765004, 7.749539146628041 50.97757515499198, 7.780607924978745 50.979655526886106, 7.792086778691379 50.950616668890845, 7.783372039372058 50.94730730154553, 7.786224793893546 50.9404411438656, 7.775976413570429 50.92955035762237, 7.736226125402073 50.91567409003761, 7.727791448886159 50.91739110266107, 7.706323303034192 50.907963369924225, 7.693844355276157 50.913686476897304, 7.676888315920521 50.903020338777715, 7.642934055464775 50.906602738158675, 7.63900504224699 50.917680370554535, 7.620763830382226 50.928845645483754, 7.610570602901753 50.93214623829972, 7.6168519413257725 50.93930180796804, 7.6015089424279125 50.95087492787157, 7.589619499021705 50.977243673231904, 7.60026965709305 50.9884947775798, 7.594611127676144 50.994332639166096, 7.6376280863761945 51.003592941017004))"
C136,"POLYGON ((7.620763830382226 50.928845645483754, 7.63900504224699 50.917680370554535, 7.642934055464775 50.906602738158675, 7.676888315920521 50.903020338777715, 7.686669880579794 50.89433450298985, 7.6756553917557575 50.88321345902566, 7.6665186850635045 50.88322005018789, 7.663680598464061 50.85624636881342, 7.64685339040592 50.83417869390709, 7.619429162430722 50.8203370010667, 7.611608252707446 50.83092086860542, 7.600889163831511 50.832040268731845, 7.595354062339535 50.824815311966596, 7.5745654364684905 50.842527372360145, 7.548308263178747 50.8309218884978, 7.527678117326977 50.83334936602835, 7.528832529757681 50.8431126769373, 7.515581494588728 50.85324541689872, 7.554276845773171 50.858786446022265, 7.564446790345143 50.87194220676805, 7.585653109178662 50.88166985944367, 7.5886728185672325 50.89209174874326, 7.615077992319329 50.90018792309023, 7.616634483048819 50.905854275445066, 7.605345845406489 50.90921147779183, 7.620763830382226 50.928845645483754))"
C137,"POLYGON ((7.432687178448082 50.94687391165164, 7.4269113726055895 50.95229572781814, 7.455341573842984 50.962352755823616, 7.457389382101729 50.957554303481835, 7.464270369881449 50.97213776452509, 7.4852295297677935 50.984420312744156, 7.493194492499736 50.98214994429599, 7.544555950009711 50.97487467289014, 7.5541927603200145 50.9785862076207, 7.551043343185398 50.98455707739835, 7.594611127676144 50.994332639166096, 7.60026965709305 50.9884947775798, 7.589619499021705 50.977243673231904, 7.6015089424279125 50.95087492787157, 7.6168519413257725 50.93930180796804, 7.610570602901753 50.93214623829972, 7.586383216704606 50.932932795467735, 7.586569331231861 50.93905149945825, 7.574602234718062 50.940570052729306, 7.512246222789342 50.930646580611416, 7.48981562490024 50.9410091481853, 7.460842710298034 50.93203407607088, 7.444749105596215 50.94705625177599, 7.432687178448082 50.94687391165164))"
C138,"POLYGON ((7.298386298968154 51.104711209755095, 7.319906689571748 51.10761459566824, 7.337570294865509 51.101178236891414, 7.334406055864788 51.12004015048714, 7.318168407322783 51.120616394450124, 7.347152757710201 51.13162387184213, 7.367324196161124 51.12657027673, 7.378652754738257 51.141826487284405, 7.398787629326849 51.14747769499304, 7.381243382157862 51.17005509796156, 7.404883274742227 51.18729784909673, 7.411334815619024 51.17846338346432, 7.4242131101632864 51.18611914600641, 7.436384185539353 51.180204997012396, 7.439249330995572 51.1659703878393, 7.456535365632275 51.15884376452599, 7.477260503994742 51.164763793753615, 7.473213910749329 51.13861476458411, 7.493482358115589 51.1260633516769, 7.501849404923058 51.13037268352117, 7.495675063531148 51.10883071819822, 7.502780716483292 51.105760368801164, 7.484327248363302 51.10055987005363, 7.4735505346163515 51.076066767662766, 7.454746800744078 51.07047429018121, 7.440079627372519 51.0766574534454, 7.423564333280358 51.06403693623367, 7.399761864209879 51.07891155285118, 7.359622057924132 51.059597332803705, 7.359807107889364 51.05361739028759, 7.329314588015289 51.04862931144483, 7.334935898447739 51.05312498447379, 7.322519036159383 51.05354370779229, 7.339902711757357 51.07205438402724, 7.323815857976121 51.07088795625688, 7.317130422784263 51.079144035337485, 7.300022694966659 51.068931716118215, 7.294398746222748 51.0789358280811, 7.275561469874794 51.08192893876609, 7.281206665230193 51.08751538161958, 7.298386298968154 51.104711209755095))"
C139,"POLYGON ((7.091860060458756 51.02648340671536, 7.103088387331696 51.02216375370386, 7.104022405379643 51.01022123346551, 7.144665474647621 51.01655960024108, 7.185823636854894 51.011667503089726, 7.1988957419575295 51.01836120689573, 7.200487485412893 51.00462652507334, 7.251535097202676 50.9874819420009, 7.240674396341947 50.98363129597987, 7.254432827600232 50.97279161587108, 7.241194085108651 50.97199047122569, 7.236541866091463 50.963502323707395, 7.222043634936038 50.96543643289625, 7.224070081996953 50.95895492254596, 7.19365807904551 50.9432609601778, 7.180619175452746 50.93227690304911, 7.167505272451643 50.93462472957308, 7.139401038786684 50.919235569203714, 7.1451881479265165 50.94522341823369, 7.114357982930002 50.94335727187048, 7.086755104098332 50.957925498064135, 7.100502027752561 50.966893663512266, 7.099867590232382 50.98119622340251, 7.069002118616976 50.989720935893665, 7.075986469305587 51.002014095701185, 7.0619159630226225 51.013308825220975, 7.068296894149549 51.018730146124476, 7.077403945443764 51.026708133854115, 7.091860060458756 51.02648340671536))"
C140,"POLYGON ((7.073326258684281 51.09691527763236, 7.1455080166099805 51.108854525103055, 7.146145099410043 51.11647033882227, 7.1577097649474295 51.12009434754057, 7.166737427211897 51.090857660552516, 7.1635386963755 51.084641809508234, 7.14971812003773 51.08362609014687, 7.138711859481157 51.06616796994851, 7.115762442569261 51.0625499518609, 7.069250069441653 51.06758565917285, 7.05784936980059 51.07749078000317, 7.073326258684281 51.09691527763236))"
C141,"POLYGON ((7.195026453032513 51.06573069542099, 7.244826152879294 51.07420768801619, 7.281206665230193 51.08751538161958, 7.275561469874794 51.08192893876609, 7.294398746222748 51.0789358280811, 7.300022694966659 51.068931716118215, 7.317130422784263 51.079144035337485, 7.323815857976121 51.07088795625688, 7.339902711757357 51.07205438402724, 7.322519036159383 51.05354370779229, 7.334935898447739 51.05312498447379, 7.329314588015289 51.04862931144483, 7.311358897753776 51.027194326920075, 7.291205058793509 51.03219768560233, 7.2812666885415736 51.02723150423032, 7.285359919140882 51.02010374243621, 7.274327003645706 51.0112160752363, 7.283082989397286 51.00518107940662, 7.251535097202676 50.9874819420009, 7.200487485412893 51.00462652507334, 7.1988957419575295 51.01836120689573, 7.184219499379441 51.03782548247756, 7.209274210889451 51.052121996249696, 7.194769395046376 51.05894965976687, 7.195026453032513 51.06573069542099))"
C142,"POLYGON ((7.073326258684281 51.09691527763236, 7.0388732511584955 51.0954930703471, 7.012590151472521 51.081721832061014, 6.992299399467136 51.087341977733246, 6.996552337802178 51.11714491385227, 7.035357028662047 51.13156165018828, 7.055967497052658 51.12449732384699, 7.073328257896664 51.125665648279394, 7.0826794722087225 51.13780181619938, 7.109388786596793 51.1372923171792, 7.116590973376479 51.12495483058364, 7.146145099410043 51.11647033882227, 7.1455080166099805 51.108854525103055, 7.073326258684281 51.09691527763236))"
C143,"POLYGON ((7.138711859481157 51.06616796994851, 7.164393053494232 51.07439611395089, 7.195026453032513 51.06573069542099, 7.194769395046376 51.05894965976687, 7.209274210889451 51.052121996249696, 7.184219499379441 51.03782548247756, 7.1988957419575295 51.01836120689573, 7.185823636854894 51.011667503089726, 7.144665474647621 51.01655960024108, 7.104022405379643 51.01022123346551, 7.103088387331696 51.02216375370386, 7.091860060458756 51.02648340671536, 7.100145740144943 51.05117927433339, 7.115762442569261 51.0625499518609, 7.138711859481157 51.06616796994851))"
